trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,change_dummy,GDP Growth Rate,CPI,PPI_ppiip,PPI_ppi,PPI_qm,PPI_rmi,PPI_pi,PPI_cg,PPI_food,PPI_clothing,PPI_roeu,PPI_dcg,MS_m2_yoy,MS_m1_yoy,MS_m0_yoy,MS_cd,MS_qm,MS_ftd,MS_sd,MS_rests,SP_500_close_diff,SP500_Volume,US_Stock_P,US_Stock_D,US_Stock_E,US_Stock_CPI,US_Stock_Rate GS10,US_Stock_Price,US_Stock_Dividend,US_Stock_Earnings,US_Stock_CAPE,"Sentiment - (1 for pos, -1 for neg)"
12/14/15,3711.322,3573.884,3712.503,3570.998,3608.059,103.263,2.862,151769119,203291513.3,1,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,-29.66,771603136,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/15/15,3694.389,3707.73,3717.357,3679.23,3711.322,-16.933,-0.4563,126481710,186795461.7,0,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,31.18,689875200,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/16/15,3685.44,3703.95,3713.09,3677.45,3694.389,-8.949,-0.2422,111342723,160118243.2,0,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,36.34,680680128,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/17/15,3755.888,3712.783,3768.844,3709.851,3685.44,70.448,1.9115,177924075,242543823.4,1,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,-15.6,646357248,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/18/15,3767.913,3754.96,3810.218,3750.925,3755.888,12.025,0.3202,173465980,232281458.2,1,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,-17.82,1811635584,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/21/15,3865.965,3762.097,3877.82,3759.989,3767.913,98.052,2.6023,217435275,289905289.2,1,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,-25.32,610341568,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/22/15,3876.733,3872.098,3880.468,3841.593,3865.965,10.768,0.2785,180303661,243797366.7,1,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,3.3,547162624,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/23/15,3866.381,3877.872,3926.686,3862.965,3876.733,-10.352,-0.267,207017147,294710770.2,0,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,0,545202944,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/24/15,3829.402,3858.135,3867.679,3787.084,3866.381,-36.979,-0.9564,147181397,203683543.6,0,1.7,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,4.49,250582176,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/25/15,3838.201,3832.085,3848.025,3813.204,3829.402,8.799,0.2298,119624013,163314511.4,1,1.5,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,-21.86,250582176,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/28/15,3727.632,3847.532,3853.389,3727.632,3838.201,-110.569,-2.8808,153988440,210026020.5,0,1.5,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,15,367756960,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/29/15,3761.875,3723.05,3762.052,3710.48,3727.632,34.243,0.9186,101885555,140405054.7,1,1.5,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,19.42,379040512,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/30/15,3765.175,3762.914,3765.657,3726.278,3761.875,3.3,0.0877,105629955,155744099.3,1,1.5,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,31.28,334636256,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
12/31/15,3731.005,3760.904,3772.617,3727.325,3765.175,-34.17,-0.9075,101873556,145043696.2,0,1.5,101.64,94.79,93.25,80.32,90.45,95.74,99.73,99.98,100.66,99.1,99.2,13.3,15.2,4.9,337736.86,991324.67,288240.66,552073.48,151010.53,-4.05,482631296,2054.08,43.39,86.53,236.525,2.24,2194.19,46.35,92.43,25.97,-1
1/4/16,3469.066,3725.856,3726.245,3468.949,3731.005,-261.939,-7.0206,115370674,145968206.1,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,26.45,802129536,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/5/16,3478.78,3382.177,3518.217,3377.28,3469.066,9.714,0.28,162116984,196017085.9,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,47.17,619318720,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/6/16,3539.808,3482.406,3543.739,3468.467,3478.78,61.028,1.7543,145966144,160947198.4,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,21.06,734870208,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/7/16,3294.3839,3481.15,3481.15,3284.737,3539.808,-245.4241,-6.9333,44102641,47130795.63,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-1.64,860961216,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/8/16,3361.563,3371.871,3418.851,3237.931,3294.384,67.179,2.0392,185959451,203498868.3,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-15.01,800850816,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/11/16,3192.45,3303.125,3342.481,3192.45,3361.563,-169.113,-5.0308,174638387,184464050.2,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,48.4,775686912,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/12/16,3215.71,3214.823,3242.253,3174.55,3192.45,23.26,0.7286,128225796,142048909.7,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-31.56,759267904,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/13/16,3155.879,3240.484,3257.295,3155.879,3215.71,-59.831,-1.8606,120666494,130886082.4,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,41.51,874626304,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/14/16,3221.571,3076.645,3226.658,3072.039,3155.879,65.692,2.0816,134537671,144771580.6,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,0,920885632,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/15/16,3118.73,3200.888,3216.798,3101.052,3221.571,-102.841,-3.1923,124601779,131882737.3,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-1,1195043072,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/18/16,3130.729,3068.235,3165.616,3066.727,3118.73,11.999,0.3847,101128386,109458287.8,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,22,1195043072,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/19/16,3223.125,3132.705,3227.908,3119.216,3130.729,92.396,2.9513,127653893,142907686.3,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-9.66,877065728,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/20/16,3174.378,3204.218,3225.95,3154.426,3223.125,-48.747,-1.5124,130650504,143313337.2,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-37.91,1078152960,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/21/16,3081.345,3136.384,3202.538,3081.345,3174.378,-93.033,-2.9307,111189733,121856195.4,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,29.82,853851584,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/22/16,3113.463,3114.895,3132.171,3053.958,3081.345,32.118,1.0423,89951087,96885673.84,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-26.55,809197184,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/25/16,3128.886,3129.028,3149.332,3105.1,3113.463,15.423,0.4954,81540061,85777891.36,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,20.68,760987392,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/26/16,2940.509,3099.596,3106.53,2934.647,3128.886,-188.377,-6.0206,126933921,127250652.5,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-10.41,699065728,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/27/16,2930.352,2953.183,2963.544,2839.29,2940.509,-10.157,-0.3454,132229366,126997670.8,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,-46.88,804557952,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/28/16,2853.756,2909.334,2941.887,2841.844,2930.352,-76.596,-2.6139,99222756,95663874.93,0,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,0.86,822107520,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
1/29/16,2946.09,2855.598,2965.309,2854.371,2853.756,92.334,3.2355,113304259,109462356.7,1,1.5,101.8,94.7,93.1,80.2,90.9,95.1,99.5,100.2,100.7,98.8,98.4,13.97,18.55,15.05,340159.13,1003633.91,294289.2,560967.64,148377.07,36.35,1218446208,1918.6,43.55,86.5,236.916,2.09,2046.09,46.45,92.25,24.21,-1
2/1/16,2901.048,2939.04,2944.517,2869.561,2946.09,-45.042,-1.5289,86795342,82931453.5,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-9.5,714460224,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/2/16,2961.334,2901.528,2972.426,2901.512,2901.048,60.286,2.0781,88601963,88740230.43,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-2.92,788526720,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/3/16,2948.639,2931.288,2954.71,2909.898,2961.334,-12.695,-0.4287,77389000,74817092.26,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,35.4,893829504,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/4/16,2984.76,2960.334,2999.206,2960.207,2948.639,36.121,1.225,91779724,91550346.87,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,15.27,865640064,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/5/16,2963.789,2982.056,2988.36,2962.847,2984.76,-20.971,-0.7026,76850808,77443222.33,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-30.8,866389376,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/15/16,2946.707,2888.428,2961.493,2886.018,2963.789,-17.082,-0.5764,72919434,71285049.14,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-31.24,803716032,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/16/16,3037.035,2962.187,3042.089,2962.187,2946.707,90.328,3.0654,112579643,112300492.3,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,8.99,841186816,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/17/16,3063.32,3034.09,3065.785,3027.046,3037.035,26.285,0.8655,128291607,122279340.2,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,0.05,818797824,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/18/16,3053.699,3079.527,3093.513,3049.841,3063.32,-9.621,-0.3141,124401464,122618612.2,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-27.72,729950592,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/19/16,3051.585,3047.942,3065.968,3032.634,3053.699,-2.114,-0.0692,87338012,90849341.8,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,24.23,862800576,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/22/16,3118.868,3083.933,3128.207,3071.329,3051.585,67.283,2.2049,140946968,141684080.6,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-8.53,663536128,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/23/16,3089.363,3117.203,3119.221,3061.429,3118.868,-29.505,-0.946,112567391,117476469.1,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-21.9,626866688,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/24/16,3109.545,3077.606,3109.545,3055.251,3089.363,20.182,0.6533,111782650,112918607.5,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,3.65,662368192,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/25/16,2918.75,3104.41,3104.436,2905.457,3109.545,-190.795,-6.1358,157829752,153493008.2,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,15.82,590114752,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/26/16,2948.031,2942.095,2964.385,2902.948,2918.75,29.281,1.0032,106949729,102531571.9,1,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-46.12,669995968,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
2/29/16,2877.467,2939.58,2939.875,2821.215,2948.031,-70.564,-2.3936,129341020,118440829.6,0,1.5,102.3,95.1,93.5,81.8,91.1,95.5,99.6,100.4,100.7,99,98.3,13.3,17.36,-4.77,323083.2,1032113.98,294042.64,581012.06,157059.29,-8.1,849517056,1904.42,43.72,86.47,237.111,1.78,2029.3,46.58,92.14,24,-1
3/1/16,2930.694,2881.335,2950.436,2863.323,2877.467,53.227,1.8498,116045918,110491037.8,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-6.95,742732288,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/2/16,3051.333,2933.921,3054.724,2933.116,2930.694,120.639,4.1164,175972347,164025161.5,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-6.59,680836864,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/3/16,3058.422,3050.389,3078.444,3040.246,3051.333,7.089,0.2323,173105744,165509087.7,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-1.77,667873920,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/4/16,3093.89,3047.537,3101.656,3032.424,3058.422,35.468,1.1597,219172534,205520475.5,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,22.5,782617216,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/7/16,3104.84,3108.999,3130.903,3083.584,3093.89,10.95,0.3539,132462037,127790344.5,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-10,654499200,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/8/16,3107.673,3100.149,3109.25,3001.829,3104.84,2.833,0.0912,136235742,128758488.1,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-0.31,699822912,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/9/16,3071.907,3045.924,3072.916,3020.134,3107.673,-35.766,-1.1509,111466245,106298652.8,0,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-32.62,608087616,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/10/16,3013.146,3056.21,3074.16,3012.691,3071.907,-58.761,-1.9129,76072197,78180468.56,0,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,2.55,665461440,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/11/16,3018.284,2990.214,3026.437,2982.172,3013.146,5.138,0.1705,73333564,74367296.55,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,3.71,641731328,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/14/16,3065.69,3039.569,3106.8,3034,3018.284,47.406,1.5706,117108655,123539094.7,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-11.29,546849792,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/15/16,3074.78,3061.343,3077.085,3028.578,3065.69,9.09,0.2965,98311941,101302845.7,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-13.37,529518144,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/16/16,3090.033,3068.866,3100.352,3064.521,3074.78,15.253,0.4961,124736448,126128854,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-8.99,617723072,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/17/16,3124.204,3096.808,3147.841,3077.572,3090.033,34.171,1.1058,121661777,136603715.8,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-2.02,661846528,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/18/16,3171.963,3136.223,3197.668,3130.102,3124.204,47.759,1.5287,197302564,210017810.3,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,1.8,1743233792,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/21/16,3249.437,3203.293,3267.775,3198.361,3171.963,77.474,2.4425,233269464,256836636.3,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,13.09,535593472,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/22/16,3225.79,3231.615,3249.677,3218.728,3249.437,-23.647,-0.7277,161020897,194211983,0,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,0.77,555537728,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/23/16,3236.092,3217.729,3242.247,3202.976,3225.79,10.302,0.3194,125679286,155567074.6,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,0,542149248,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/24/16,3181.851,3211.496,3221.906,3181.813,3236.092,-54.241,-1.6761,133131122,162436036.4,0,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-1.11,600157248,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/25/16,3197.817,3176.81,3204.442,3174.318,3181.851,15.966,0.5018,97395330,115195604.4,1,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-17.96,600157248,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/28/16,3169.728,3206.953,3229.624,3161.878,3197.817,-28.089,-0.8784,103441933,123844044.1,0,1.5,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-8.94,460633984,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/29/16,3135.41,3171.314,3178.075,3122.761,3169.728,-34.318,-1.0827,97294747,113844280.6,0,1.4,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,4.21,571904000,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/30/16,3216.275,3161.289,3216.676,3161.289,3135.41,80.865,2.5791,117802512,140721774.5,1,1.4,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,-13.04,511572096,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
3/31/16,3218.088,3229.2,3241.927,3208.665,3216.275,1.813,0.0564,121552074,147267617.4,1,1.4,102.3,95.68,94.26,83.73,91.21,96.38,99.76,100.66,100.77,99.42,98.25,13.4,22.05,4.36,346930.1,1034616.71,300623.37,586855.68,147137.66,27.61,636649600,2021.95,43.88,86.44,238.132,1.89,2145.29,46.56,91.71,25.37,-1
