trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,change_dummy,GDP Growth Rate,CPI,PPI_ppiip,PPI_ppi,PPI_qm,PPI_rmi,PPI_pi,PPI_cg,PPI_food,PPI_clothing,PPI_roeu,PPI_dcg,MS_m2_yoy,MS_m1_yoy,MS_m0_yoy,MS_cd,MS_qm,MS_ftd,MS_sd,MS_rests,SP_500_close_diff,SP500_Volume,US_Stock_P,US_Stock_D,US_Stock_E,US_Stock_CPI,US_Stock_Rate GS10,US_Stock_Price,US_Stock_Dividend,US_Stock_Earnings,US_Stock_CAPE,"Sentiment - (1 for pos, -1 for neg)"
7/28/14,2323.897,2272.383,2331.472,2272.383,2260.454,63.443,2.8066,179869333,145277424.3,1,1.8,102.29,99.13,98.78,96.63,99.22,98.81,100.26,100.71,100.74,100.42,99.12,13.5,6.7,5.4,274000.81,862901.92,262742.88,496939.84,103219.2,-0.12,436398112,1973.1,37.75,104.07,238.25,2.54,2092.43,40.03,110.36,25.82,1
7/29/14,2331.369,2326.038,2342.77,2316.217,2323.897,7.472,0.3215,134269641,112176546.3,1,1.8,102.29,99.13,98.78,96.63,99.22,98.81,100.26,100.71,100.74,100.42,99.12,13.5,6.7,5.4,274000.81,862901.92,262742.88,496939.84,103219.2,39.4,492948544,1973.1,37.75,104.07,238.25,2.54,2092.43,40.03,110.36,25.82,1
7/30/14,2322.011,2324.69,2339.038,2316.058,2331.369,-9.358,-0.4014,123022832,103362308.9,0,1.8,102.29,99.13,98.78,96.63,99.22,98.81,100.26,100.71,100.74,100.42,99.12,13.5,6.7,5.4,274000.81,862901.92,262742.88,496939.84,103219.2,5.52,477862656,1973.1,37.75,104.07,238.25,2.54,2092.43,40.03,110.36,25.82,1
7/31/14,2350.251,2321.967,2350.551,2316.585,2322.011,28.24,1.2162,110987769,93135566.96,1,1.8,102.29,99.13,98.78,96.63,99.22,98.81,100.26,100.71,100.74,100.42,99.12,13.5,6.7,5.4,274000.81,862901.92,262742.88,496939.84,103219.2,-13.84,624026560,1973.1,37.75,104.07,238.25,2.54,2092.43,40.03,110.36,25.82,1
8/1/14,2329.402,2341.227,2371.5,2328.966,2350.251,-20.849,-0.8871,126317390,106125190.3,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,18.78,519282528,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/4/14,2375.62,2336.63,2375.62,2332.138,2329.402,46.218,1.9841,116713754,101301888.3,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-0.03,468949024,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/5/14,2369.353,2376.797,2380.774,2353.795,2375.62,-6.267,-0.2638,111861789,97906971.25,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,10.67,501232512,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/6/14,2363.221,2358.206,2371.667,2334.334,2369.353,-6.132,-0.2588,116341829,96681298.73,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-22.02,488564128,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/7/14,2327.457,2363.608,2369.204,2326.268,2363.221,-35.764,-1.5134,116729210,94254453.99,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-5.33,474215456,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/8/14,2331.134,2329.184,2339.27,2319.288,2327.457,3.677,0.158,86739694,72605666.13,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,3.17,456164320,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/11/14,2365.349,2338.008,2367.004,2337.014,2331.134,34.215,1.4677,91601171,82973900.36,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-12.97,399567360,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/12/14,2357.052,2361.17,2361.17,2344.716,2365.349,-8.297,-0.3508,91822608,82973769.64,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-8.46,352125888,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/13/14,2358.901,2358.459,2370.513,2335.694,2357.052,1.849,0.0784,110447789,94185266.46,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,0.12,369469984,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/14/14,2335.945,2357.198,2363.18,2334.08,2358.901,-22.956,-0.9732,97969493,84251435.87,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-16.68,322829280,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/15/14,2360.635,2337.985,2366.902,2333.123,2335.945,24.69,1.057,93592546,81888217,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-9.86,599710528,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/18/14,2374.562,2366.272,2379.804,2361.197,2360.635,13.927,0.59,104509554,90148909.86,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-4.91,422328736,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/19/14,2374.768,2378.886,2379.474,2358.965,2374.562,0.206,0.0087,115850020,102742760,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-5.86,393651360,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/20/14,2366.14,2371.649,2375.475,2360.837,2374.768,-8.628,-0.3633,101288088,91374802.73,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,3.97,378316256,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/21/14,2354.244,2365.731,2367.46,2333.299,2366.14,-11.896,-0.5028,100690211,92192063.27,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-9.52,395106784,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/22/14,2365.364,2352.316,2368.457,2350.986,2354.244,11.12,0.4723,89823938,85642463.76,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-2.1,377965920,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/25/14,2342.863,2367.019,2367.606,2338.455,2365.364,-22.501,-0.9513,97373717,85182493.96,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-0.1,336929376,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/26/14,2324.092,2339.6,2350.391,2317.184,2342.863,-18.771,-0.8012,93844222,83135033.15,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,3.38,314152672,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/27/14,2327.595,2323.79,2336.737,2322.885,2324.092,3.503,0.1507,67676221,62448675.18,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,-6.63,342253152,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/28/14,2311.278,2328.059,2336.363,2309.639,2327.595,-16.317,-0.701,70490655,66195966.86,0,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,0,315937184,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
8/29/14,2338.287,2317.304,2338.774,2313.262,2311.278,27.009,1.1686,63211423,58359967.75,1,1.8,101.99,98.8,98.35,95.56,98.52,98.55,100.24,100.62,100.67,100.44,99.22,12.8,5.7,5.6,274025.62,865475.86,264733.83,494763.05,105978.97,1.09,425137984,1961.53,38.12,105.01,237.852,2.42,2083.64,40.49,111.55,25.62,1
9/1/14,2355.317,2340.925,2355.552,2338.53,2338.287,17.03,0.7283,77320870,73362240.55,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,1.56,425137984,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/2/14,2386.46,2359.862,2387.655,2349.949,2355.317,31.143,1.3222,114436733,106925790.1,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,3.07,399427648,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/3/14,2408.838,2389.694,2414.26,2389.679,2386.46,22.378,0.9377,129734204,123629189.4,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-10.06,396757440,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/4/14,2426.224,2411.934,2427.297,2404.082,2408.838,17.386,0.7218,111272298,108294703.2,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,19.27,426863552,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/5/14,2449.259,2433.174,2450.634,2427.987,2426.224,23.035,0.9494,133551764,123349320.1,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-7.25,451026304,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/9/14,2445.224,2452.227,2454.893,2437.078,2449.259,-4.035,-0.1647,118194344,107795213.5,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-1.76,451002080,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/10/14,2432.433,2435.593,2437.081,2422.646,2445.224,-12.791,-0.5231,109175517,97472682.97,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,11.91,427210176,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/11/14,2423.454,2430.678,2461.473,2417.269,2432.433,-8.979,-0.3691,132982583,127203381.7,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,1.41,399942016,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/12/14,2438.358,2418.752,2438.358,2412.622,2423.454,14.904,0.615,109160170,96625765.41,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-14.85,500777568,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/15/14,2437.189,2433.001,2439.254,2418.959,2438.358,-1.169,-0.0479,122247159,112507690.4,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-2.59,433881472,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/16/14,2388.765,2440.339,2442.924,2386.98,2437.189,-48.424,-1.9869,186742791,147250169.9,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-9.79,441930592,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/17/14,2401.326,2395.361,2405.371,2379.091,2388.765,12.561,0.5258,125269028,98039470.15,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,0.96,478469184,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/18/14,2408.664,2396.379,2414.946,2389.622,2401.326,7.338,0.3056,115926376,92105332.01,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,16.11,476265312,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,1
9/19/14,2425.211,2409.313,2430.149,2402.313,2408.664,16.547,0.687,101813577,88221038.71,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,11.52,1399994240,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/22/14,2378.92,2419.326,2419.326,2374.108,2425.211,-46.291,-1.9087,102240870,88958056.52,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-15.53,474910688,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/23/14,2399.462,2379.521,2402.482,2379.521,2378.92,20.542,0.8635,84033341,75463683.72,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,32.31,484157920,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/24/14,2441.864,2391.419,2443.978,2387.07,2399.462,42.402,1.7671,142713530,120389934.6,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,-16.86,486138272,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/25/14,2436.965,2453.423,2462.668,2429.587,2441.864,-4.899,-0.2006,138661891,119612625.7,0,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,5.05,526849248,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/26/14,2437.201,2430.808,2439.649,2420.499,2436.965,0.236,0.0097,100299494,87757377.94,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,5.51,436494336,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/29/14,2447.799,2443.91,2453.665,2435.611,2437.201,10.598,0.4348,123401727,111463779.8,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,3.4,421790848,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
9/30/14,2450.988,2452.166,2454.885,2444.204,2447.799,3.189,0.1303,115804229,101906558.8,1,1.8,101.63,98.2,97.61,93.32,97.28,98.17,100.11,100.35,100.65,100.36,99.17,12.9,4.8,4.2,268375.22,874831.2,272197.01,504261.93,98372.26,40.68,590987712,1993.23,38.49,105.96,238.031,2.53,2115.72,40.86,112.47,25.92,-1
10/8/14,2478.383,2460.87,2478.383,2445.268,2450.988,27.395,1.1177,121953604,116500107.8,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,22.08,610704896,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/9/14,2481.955,2480.197,2488.113,2461.112,2478.383,3.572,0.1441,137923920,120752628.4,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,31.39,604834240,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/10/14,2466.789,2472.096,2482.136,2457.684,2481.955,-15.166,-0.6111,147634307,121924973,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-2.96,757722432,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/13/14,2454.946,2457.412,2460.389,2430.546,2466.789,-11.843,-0.4801,131593362,112784478.8,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,15.21,670574656,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/14/14,2446.562,2451.094,2467.904,2436.336,2454.946,-8.384,-0.3415,127393705,106356643.1,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-0.27,689807360,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/15/14,2463.874,2444.538,2465.498,2431.188,2446.562,17.312,0.7076,135801882,114837290.1,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-24,927106688,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/16/14,2444.395,2448.968,2480.3,2441.822,2463.874,-19.479,-0.7906,158166603,128340525.5,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-17.25,796441216,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/17/14,2441.732,2443.222,2456.105,2410.401,2444.395,-2.663,-0.1089,132759988,112685625.5,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-37.27,805127616,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/20/14,2454.711,2448.453,2456.621,2441.896,2441.732,12.979,0.5315,91435401,84843604.9,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,14.17,532658464,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/21/14,2433.391,2453.406,2459.255,2432.552,2454.711,-21.32,-0.8685,96241912,86622201.93,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-23.71,586985472,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/22/14,2418.641,2434.886,2447.467,2417.562,2433.391,-14.75,-0.6062,88656193,82251744.25,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-13.76,601349184,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/23/14,2395.936,2415.44,2424.662,2392.532,2418.641,-22.705,-0.9388,103491839,86045452.83,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,2.95,562055232,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/24/14,2390.706,2397.848,2404.993,2385.725,2395.936,-5.23,-0.2183,74974869,65601225.16,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-23.42,499289568,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/27/14,2368.832,2377.542,2377.542,2361.68,2390.706,-21.874,-0.915,73862447,65956480.8,0,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,2.75,466534272,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/28/14,2416.653,2373.155,2416.766,2373.155,2368.832,47.821,2.0188,101523055,90529903.11,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-12.35,519963456,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/29/14,2451.384,2423.813,2461.268,2415.703,2416.653,34.731,1.4372,158584062,134541723.6,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,-23.4,551239808,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/30/14,2468.925,2450.361,2474.376,2443.759,2451.384,17.541,0.7156,189626353,139157358,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,0.24,512482880,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
10/31/14,2508.325,2473.501,2512.189,2466.504,2468.925,39.4,1.5958,239172412,181604617,1,1.8,101.6,97.76,97.05,91.13,96.32,97.95,100.04,100.17,100.51,100.28,99.31,12.6,3.2,3.8,271926.09,869618.58,264804.73,498744.26,106069.59,5.71,699352000,1937.27,38.81,104.74,237.433,2.3,2061.5,41.3,111.46,25.16,-1
11/3/14,2512.548,2515.824,2524.172,2502.06,2508.325,4.223,0.1684,205801228,151406835.1,1,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-11.47,495622656,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,-1
11/4/14,2513.172,2511.036,2517.46,2498.605,2512.548,0.624,0.0248,218247005,155291882.6,1,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-7.64,524070880,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,-1
11/5/14,2503.448,2516.87,2519.399,2499.228,2513.172,-9.724,-0.3869,190491862,146130895.1,0,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-0.71,511531040,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,-1
11/6/14,2506.067,2505.167,2510.985,2482.983,2503.448,2.619,0.1046,149651117,118839203.6,1,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-6.34,498077216,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,-1
11/7/14,2502.153,2508.765,2541.549,2489.419,2506.067,-3.914,-0.1562,208760911,176868665.3,0,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-1.42,507723712,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,-1
11/10/14,2565.73,2529.83,2565.73,2514.71,2502.153,63.577,2.5409,226599735,187612569.2,1,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,1.43,459640128,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,-1
11/11/14,2558.612,2578.438,2602.373,2532.572,2565.73,-7.118,-0.2774,323711656,265840509.8,0,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-1.08,379588864,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,1
11/12/14,2594.318,2545.403,2594.318,2539.601,2558.612,35.706,1.3955,184686261,157847382.8,1,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-0.49,461754176,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,1
11/13/14,2579.75,2597.389,2607.519,2567.463,2594.318,-14.568,-0.5615,219815615,192985452.9,0,1.8,101.44,97.31,96.51,89.35,95.31,97.75,99.87,99.85,100.5,100.07,99.31,12.3,3.2,3.5,276675.6,873491.81,265229.24,499340.03,108922.55,-1.5,470870048,2044.57,39.12,103.53,236.151,2.33,2187.49,41.86,110.76,26.61,1
